Seq,Date,Open,High,Low,Close,Volume,Ticker,Win_Count,Win_Loss,MA_50,MA_100,MA_200,Yin_Yang,Fluctuation,Risk_Group
5998,2023-09-06,408.0400085449219,423.30999755859375,407.57000732421875,419.9800109863281,1144800,CHTR,15,0,403.1552,370.5945,369.0805,Yang,0.0386,low-risk
5999,2023-09-07,419.489990234375,422.2699890136719,413.9100036621094,416.9800109863281,916400,CHTR,4,0,404.418,371.3493,369.2439,Yin,0.0202,low-risk
6000,2023-09-08,416.4700012207031,423.1700134277344,416.3900146484375,422.4200134277344,661600,CHTR,8,0,405.6786,372.1116,369.4841,Yang,0.0163,low-risk
6001,2023-09-11,424.3699951171875,439.5400085449219,423.82000732421875,435.8399963378906,2010300,CHTR,0,1,407.1418,373.0368,369.8183,Yang,0.0371,low-risk
6002,2023-09-12,434.9700012207031,441.05999755859375,434.8299865722656,436.6099853515625,1026700,CHTR,0,1,408.5266,373.9662,370.0736,Yang,0.0143,low-risk
6223,2023-07-31,503.92999267578125,504.1300048828125,500.2099914550781,502.0400085449219,442300,CTAS,0,1,487.9676,470.2893,454.2512,Yin,0.0078,high-risk
6224,2023-08-01,502.6400146484375,505.7900085449219,500.0,503.75,371700,CTAS,0,1,488.5986,470.9348,454.8325,Yang,0.0116,high-risk
6225,2023-08-02,497.9700012207031,502.0199890136719,497.3800048828125,499.55999755859375,384800,CTAS,0,1,489.1802,471.5877,455.3662,Yang,0.0093,high-risk
6226,2023-08-03,497.7699890136719,500.20001220703125,495.8500061035156,496.9100036621094,274600,CTAS,0,1,489.686,472.2738,455.944,Yin,0.0088,high-risk
6227,2023-08-04,498.6300048828125,498.6300048828125,489.5899963378906,490.0899963378906,309800,CTAS,0,1,490.2762,472.8661,456.4242,Yin,0.0185,high-risk
6228,2023-08-07,493.010009765625,497.0,491.55999755859375,494.3900146484375,289600,CTAS,0,1,490.9182,473.3925,456.8857,Yang,0.0111,high-risk
6229,2023-08-08,492.79998779296875,494.5,486.70001220703125,490.7099914550781,317400,CTAS,0,1,491.4484,473.9762,457.338,Yin,0.016,high-risk
6230,2023-08-09,490.6499938964844,494.79998779296875,490.6499938964844,492.1700134277344,287900,CTAS,0,1,491.9174,474.5418,457.8354,Yang,0.0085,high-risk
6231,2023-08-10,492.8399963378906,497.20001220703125,489.1499938964844,490.1600036621094,228600,CTAS,0,1,492.2888,475.1161,458.2865,Yin,0.0165,high-risk
6232,2023-08-11,490.0,491.8500061035156,488.4200134277344,490.010009765625,272500,CTAS,0,1,492.6462,475.5983,458.7049,Yang,0.007,high-risk
6233,2023-08-14,489.17999267578125,494.04998779296875,488.010009765625,493.45001220703125,280700,CTAS,0,1,492.9952,476.1016,459.1202,Yang,0.0124,high-risk
6234,2023-08-15,490.30999755859375,491.8800048828125,487.989990234375,488.6600036621094,244800,CTAS,0,1,493.1372,476.6278,459.504,Yin,0.008,high-risk
6235,2023-08-16,489.82000732421875,497.07000732421875,489.2099914550781,490.2699890136719,348200,CTAS,0,1,493.2576,477.199,459.8821,Yang,0.0161,high-risk
6236,2023-08-17,489.7099914550781,492.3500061035156,483.5400085449219,483.9200134277344,370500,CTAS,0,1,493.244,477.6747,460.1635,Yin,0.0182,high-risk
6237,2023-08-18,483.510009765625,487.3800048828125,481.489990234375,485.44000244140625,645100,CTAS,3,0,493.4116,478.1223,460.453,Yang,0.0122,high-risk
6238,2023-08-21,485.5899963378906,487.9200134277344,482.4599914550781,486.0199890136719,248700,CTAS,2,0,493.469,478.5462,460.7417,Yang,0.0113,high-risk
6239,2023-08-22,485.4100036621094,487.19000244140625,484.1400146484375,485.6099853515625,201400,CTAS,2,0,493.5726,478.7508,461.0907,Yang,0.0063,high-risk
6240,2023-08-23,488.6000061035156,491.75,486.2300109863281,491.2200012207031,272900,CTAS,0,1,493.7064,478.9866,461.4921,Yang,0.0114,high-risk
6241,2023-08-24,491.9200134277344,495.9700012207031,487.45001220703125,487.8999938964844,252100,CTAS,0,1,493.799,479.2388,461.8784,Yin,0.0175,high-risk
6242,2023-08-25,489.6000061035156,497.17999267578125,489.0,496.010009765625,287300,CTAS,0,1,493.9974,479.5903,462.2592,Yang,0.0167,high-risk
6243,2023-08-28,496.6400146484375,500.45001220703125,495.70001220703125,499.0899963378906,314300,CTAS,0,1,494.1316,480.0321,462.5995,Yang,0.0096,high-risk
6244,2023-08-29,498.0,502.989990234375,497.30999755859375,502.3399963378906,263600,CTAS,0,1,494.3512,480.5381,463.0111,Yang,0.0114,high-risk
6245,2023-08-30,503.0899963378906,507.260009765625,503.0899963378906,505.989990234375,383100,CTAS,0,1,494.7822,481.0807,463.3185,Yang,0.0083,high-risk
6246,2023-08-31,504.5299987792969,507.7699890136719,504.0199890136719,504.1700134277344,351600,CTAS,0,1,495.1356,481.6223,463.62,Yin,0.0074,high-risk
6247,2023-09-01,508.5400085449219,508.5400085449219,503.2200012207031,505.260009765625,173500,CTAS,0,1,495.4954,482.1723,463.9269,Yin,0.0106,high-risk
6248,2023-09-05,503.3399963378906,504.6000061035156,496.54998779296875,496.739990234375,238400,CTAS,0,1,495.7784,482.6003,464.1866,Yin,0.0162,high-risk
6249,2023-09-06,495.5199890136719,499.1099853515625,494.2200012207031,495.7300109863281,223600,CTAS,0,1,495.9856,482.9598,464.4367,Yang,0.0099,high-risk
6250,2023-09-07,495.9200134277344,499.4200134277344,493.79998779296875,497.5,344200,CTAS,0,1,496.1118,483.3487,464.7078,Yang,0.0114,high-risk
6251,2023-09-08,498.8299865722656,499.739990234375,494.260009765625,495.1300048828125,245500,CTAS,0,1,496.2276,483.6802,464.9366,Yin,0.0111,high-risk
6252,2023-09-11,494.79998779296875,498.2200012207031,494.69000244140625,497.8500061035156,355800,CTAS,0,1,496.384,484.0599,465.1776,Yang,0.0071,high-risk
6253,2023-09-12,503.1600036621094,512.1400146484375,500.0,511.7900085449219,456800,CTAS,0,1,496.6782,484.6345,465.4599,Yang,0.0243,high-risk
6474,2023-07-31,51.84000015258789,52.18000030517578,51.7400016784668,52.040000915527344,14193500,CSCO,12,0,50.8844,49.882,48.4835,Yang,0.0085,high-risk
6475,2023-08-01,52.56999969482422,52.779998779296875,52.310001373291016,52.65999984741211,15286200,CSCO,10,0,50.9736,49.9175,48.5504,Yang,0.009,high-risk
6476,2023-08-02,52.380001068115234,53.11000061035156,52.31999969482422,52.58000183105469,17693700,CSCO,10,0,51.0426,49.9552,48.6103,Yang,0.0151,high-risk
6477,2023-08-03,52.4900016784668,53.27000045776367,52.2400016784668,53.150001525878906,15186400,CSCO,10,0,51.1292,50.0011,48.675,Yang,0.0197,high-risk
6478,2023-08-04,52.880001068115234,53.31999969482422,52.540000915527344,52.630001068115234,12266700,CSCO,4,0,51.2036,50.0433,48.7317,Yin,0.0148,high-risk
6479,2023-08-07,52.970001220703125,53.06999969482422,52.68000030517578,53.0099983215332,11327900,CSCO,4,0,51.2956,50.0829,48.7878,Yang,0.0074,high-risk
6480,2023-08-08,52.65999984741211,53.130001068115234,52.36000061035156,53.060001373291016,12224800,CSCO,8,0,51.3762,50.1229,48.8437,Yang,0.0147,high-risk
6481,2023-08-09,52.900001525878906,53.45000076293945,52.65999984741211,52.9900016784668,18765500,CSCO,4,0,51.4388,50.1516,48.9001,Yang,0.015,high-risk
6482,2023-08-10,53.40999984741211,54.13999938964844,53.16999816894531,53.369998931884766,16329500,CSCO,2,0,51.5028,50.1834,48.9529,Yin,0.0182,high-risk
6483,2023-08-11,53.349998474121094,53.95000076293945,53.189998626708984,53.790000915527344,14342200,CSCO,2,0,51.5852,50.2119,49.0042,Yang,0.0143,high-risk
6484,2023-08-14,53.79999923706055,54.130001068115234,53.720001220703125,53.880001068115234,20707300,CSCO,1,0,51.668,50.244,49.0518,Yang,0.0076,high-risk
6485,2023-08-15,53.619998931884766,53.72999954223633,53.18000030517578,53.349998474121094,20173400,CSCO,1,0,51.7346,50.2829,49.0966,Yin,0.0103,high-risk
6486,2023-08-16,53.189998626708984,53.52000045776367,52.869998931884766,52.959999084472656,26470200,CSCO,4,0,51.7896,50.3152,49.1393,Yin,0.0123,high-risk
6487,2023-08-17,54.439998626708984,55.84000015258789,54.369998931884766,54.72999954223633,45278000,CSCO,0,1,51.888,50.3574,49.1848,Yang,0.027,high-risk
6488,2023-08-18,54.630001068115234,55.459999084472656,54.619998931884766,55.040000915527344,28833600,CSCO,0,1,51.9932,50.4024,49.2328,Yang,0.0154,high-risk
6489,2023-08-21,55.20000076293945,55.790000915527344,55.150001525878906,55.439998626708984,18283200,CSCO,0,1,52.1084,50.4529,49.2827,Yang,0.0116,high-risk
6490,2023-08-22,55.47999954223633,55.81999969482422,55.279998779296875,55.459999084472656,15666000,CSCO,0,1,52.2244,50.4958,49.3372,Yin,0.0098,high-risk
6491,2023-08-23,55.61000061035156,56.20000076293945,55.400001525878906,55.97999954223633,18250000,CSCO,0,1,52.3344,50.5413,49.3978,Yang,0.0144,high-risk
6492,2023-08-24,56.31999969482422,56.47999954223633,55.209999084472656,55.2400016784668,17586400,CSCO,0,1,52.4232,50.5709,49.4514,Yin,0.023,high-risk
6493,2023-08-25,55.25,55.869998931884766,55.25,55.70000076293945,15731800,CSCO,0,1,52.518,50.6048,49.5072,Yang,0.0112,high-risk
6494,2023-08-28,55.88999938964844,56.279998779296875,55.68000030517578,56.20000076293945,15189900,CSCO,0,1,52.6034,50.6486,49.5651,Yang,0.0108,high-risk
6495,2023-08-29,56.349998474121094,56.79999923706055,56.11000061035156,56.560001373291016,17859100,CSCO,0,1,52.6932,50.696,49.6284,Yang,0.0123,high-risk
6496,2023-08-30,56.630001068115234,56.90999984741211,56.540000915527344,56.810001373291016,12145400,CSCO,0,1,52.7984,50.7514,49.6841,Yang,0.0065,high-risk
6497,2023-08-31,57.099998474121094,57.529998779296875,56.88999938964844,57.349998474121094,22619700,CSCO,0,1,52.9284,50.8116,49.7469,Yang,0.0112,high-risk
6498,2023-09-01,57.38999938964844,58.189998626708984,57.38999938964844,57.84000015258789,14078200,CSCO,0,1,53.0628,50.8838,49.8124,Yang,0.0139,high-risk
6499,2023-09-05,57.81999969482422,57.81999969482422,57.22999954223633,57.2599983215332,13885000,CSCO,0,1,53.2014,50.9553,49.8742,Yin,0.0103,high-risk
6500,2023-09-06,57.099998474121094,57.470001220703125,57.06999969482422,57.15999984741211,11380400,CSCO,0,1,53.3404,51.0189,49.9381,Yang,0.007,high-risk
6501,2023-09-07,56.970001220703125,57.09000015258789,56.65999984741211,56.790000915527344,14762000,CSCO,0,1,53.459,51.0814,49.9891,Yin,0.0076,high-risk
6502,2023-09-08,56.7599983215332,57.06999969482422,56.560001373291016,56.66999816894531,13992000,CSCO,0,1,53.575,51.1453,50.0335,Yin,0.009,high-risk
6503,2023-09-11,56.720001220703125,56.970001220703125,56.439998626708984,56.84000015258789,15842300,CSCO,0,1,53.6876,51.2106,50.0796,Yang,0.0094,high-risk
6504,2023-09-12,56.650001525878906,56.86000061035156,56.34000015258789,56.38999938964844,13916100,CSCO,0,1,53.7806,51.2941,50.1196,Yin,0.0092,high-risk
6725,2023-07-31,65.66999816894531,66.22000122070312,65.6500015258789,66.02999877929688,3111800,CTSH,18,0,64.7008,62.4271,61.7147,Yang,0.0087,high-risk
6726,2023-08-01,65.7699966430664,65.97000122070312,65.1500015258789,65.8499984741211,2689200,CTSH,15,0,64.7454,62.4703,61.7602,Yang,0.0126,high-risk
6727,2023-08-02,65.44000244140625,65.69000244140625,64.68000030517578,65.33999633789062,4792500,CTSH,22,0,64.792,62.5146,61.7922,Yin,0.0156,high-risk
6728,2023-08-03,70.0,71.86000061035156,68.37000274658203,70.47000122070312,10687900,CTSH,0,1,64.9212,62.6155,61.8515,Yang,0.051,high-risk
6729,2023-08-04,70.83000183105469,71.75,70.52999877929688,71.0,6268200,CTSH,0,1,65.0752,62.7457,61.9071,Yang,0.0173,high-risk
6730,2023-08-07,71.5,72.70999908447266,71.08000183105469,71.33000183105469,3858300,CTSH,0,1,65.2496,62.8746,61.9602,Yin,0.0229,high-risk
6731,2023-08-08,70.72000122070312,70.93000030517578,69.73999786376953,70.26000213623047,5515900,CTSH,0,1,65.4116,63.0065,62.0124,Yin,0.0171,high-risk
6732,2023-08-09,70.37999725341797,70.45999908447266,69.30999755859375,69.94000244140625,3250700,CTSH,0,1,65.5528,63.1219,62.0632,Yin,0.0166,high-risk
6733,2023-08-10,70.62000274658203,71.43000030517578,70.25,71.08000183105469,4131000,CTSH,0,1,65.7254,63.2548,62.1172,Yang,0.0168,high-risk
6734,2023-08-11,70.5999984741211,70.72000122070312,69.98999786376953,70.08000183105469,2788800,CTSH,0,1,65.8772,63.3686,62.1638,Yin,0.0104,high-risk
6735,2023-08-14,69.86000061035156,71.16999816894531,69.86000061035156,71.0999984741211,3620900,CTSH,0,1,66.0554,63.4878,62.2119,Yang,0.0188,high-risk
6736,2023-08-15,70.9000015258789,70.94999694824219,69.12999725341797,69.37999725341797,5545700,CTSH,0,1,66.1678,63.6072,62.2506,Yin,0.0263,high-risk
6737,2023-08-16,69.30999755859375,70.0199966430664,69.19000244140625,69.2300033569336,3636900,CTSH,0,1,66.3264,63.7179,62.2876,Yin,0.012,high-risk
6738,2023-08-17,69.30999755859375,70.01000213623047,68.88999938964844,69.08000183105469,3302800,CTSH,0,1,66.4646,63.8222,62.3179,Yin,0.0163,high-risk
6739,2023-08-18,68.30000305175781,68.95999908447266,68.16000366210938,68.80000305175781,2924600,CTSH,0,1,66.5886,63.9201,62.3507,Yang,0.0117,high-risk
6740,2023-08-21,68.70999908447266,69.0199966430664,68.3499984741211,68.76000213623047,3585000,CTSH,0,1,66.7178,64.0182,62.3818,Yang,0.0098,high-risk
6741,2023-08-22,69.37000274658203,69.8499984741211,69.0,69.58999633789062,3473600,CTSH,0,1,66.8686,64.119,62.4285,Yang,0.0123,high-risk
6742,2023-08-23,69.91000366210938,70.66000366210938,69.73999786376953,70.45999908447266,3031800,CTSH,0,1,67.0114,64.2255,62.521,Yang,0.0132,high-risk
6743,2023-08-24,70.29000091552734,70.94999694824219,70.0199966430664,70.02999877929688,2520100,CTSH,0,1,67.1274,64.3165,62.608,Yin,0.0133,high-risk
6744,2023-08-25,70.36000061035156,70.77999877929688,69.31999969482422,70.05999755859375,2031600,CTSH,0,1,67.2544,64.4034,62.6895,Yin,0.0211,high-risk
6745,2023-08-28,70.20999908447266,70.95999908447266,70.20999908447266,70.62000274658203,2078100,CTSH,0,1,67.372,64.5029,62.7765,Yang,0.0107,high-risk
6746,2023-08-29,70.77999877929688,71.41999816894531,70.37999725341797,71.4000015258789,2323100,CTSH,0,1,67.4984,64.6103,62.8634,Yang,0.0148,high-risk
6747,2023-08-30,71.4000015258789,71.72000122070312,71.19000244140625,71.48999786376953,2058100,CTSH,0,1,67.6354,64.721,62.9344,Yang,0.0074,high-risk
6748,2023-08-31,71.5,71.8499984741211,71.38999938964844,71.61000061035156,2329300,CTSH,0,1,67.804,64.826,63.0004,Yang,0.0064,high-risk
6749,2023-09-01,72.0,72.36000061035156,71.44000244140625,71.7300033569336,1744000,CTSH,0,1,67.9866,64.9264,63.0686,Yin,0.0129,high-risk
6750,2023-09-05,71.66999816894531,71.72000122070312,70.94999694824219,70.97000122070312,2187000,CTSH,0,1,68.1652,65.0333,63.1237,Yin,0.0109,high-risk
6751,2023-09-06,70.8499984741211,71.69000244140625,70.75,71.30000305175781,1900900,CTSH,0,1,68.342,65.1402,63.1831,Yang,0.0133,high-risk
6752,2023-09-07,71.08000183105469,71.37999725341797,70.7699966430664,71.25,2328400,CTSH,0,1,68.5044,65.2523,63.242,Yang,0.0086,high-risk
6753,2023-09-08,71.37999725341797,71.7300033569336,71.08999633789062,71.33999633789062,1823300,CTSH,0,1,68.6638,65.3582,63.2989,Yin,0.009,high-risk
6754,2023-09-11,71.63999938964844,71.91000366210938,70.94000244140625,71.33000183105469,1794300,CTSH,0,1,68.7996,65.4603,63.3645,Yin,0.0137,high-risk
6755,2023-09-12,70.63999938964844,71.08999633789062,70.04000091552734,70.12999725341797,2512000,CTSH,0,1,68.8966,65.5591,63.419,Yin,0.015,high-risk
6976,2023-07-31,45.369998931884766,45.81999969482422,45.119998931884766,45.2599983215332,15942700,CMCSA,0,1,41.3714,39.6983,37.6825,Yin,0.0155,high-risk
6977,2023-08-01,45.459999084472656,45.5099983215332,45.09000015258789,45.310001373291016,15101500,CMCSA,0,1,41.4514,39.7924,37.7656,Yin,0.0093,high-risk
6978,2023-08-02,45.5,45.619998931884766,44.61000061035156,45.09000015258789,16651300,CMCSA,0,1,41.5296,39.8886,37.8399,Yin,0.0226,high-risk
6979,2023-08-03,45.099998474121094,45.56999969482422,44.90999984741211,45.16999816894531,12351200,CMCSA,0,1,41.6082,39.9872,37.9155,Yang,0.0147,high-risk
6980,2023-08-04,45.25,45.54999923706055,44.790000915527344,44.84000015258789,12704100,CMCSA,0,1,41.6974,40.0805,37.9856,Yin,0.017,high-risk
6981,2023-08-07,45.13999938964844,45.599998474121094,45.09000015258789,45.45000076293945,12529700,CMCSA,0,1,41.8068,40.1822,38.0591,Yang,0.0113,high-risk
6982,2023-08-08,45.29999923706055,45.61000061035156,45.150001525878906,45.400001525878906,19889000,CMCSA,0,1,41.933,40.2773,38.1342,Yang,0.0102,high-risk
6983,2023-08-09,45.400001525878906,45.63999938964844,45.16999816894531,45.279998779296875,15184200,CMCSA,0,1,42.049,40.3677,38.2083,Yin,0.0104,high-risk
6984,2023-08-10,45.66999816894531,46.529998779296875,45.66999816894531,45.93000030517578,16149700,CMCSA,0,1,42.1844,40.4667,38.2855,Yang,0.0188,high-risk
6985,2023-08-11,45.68000030517578,46.22999954223633,45.56999969482422,46.029998779296875,13602100,CMCSA,0,1,42.318,40.5627,38.3603,Yang,0.0145,high-risk
6986,2023-08-14,46.189998626708984,46.869998931884766,46.189998626708984,46.560001373291016,20847900,CMCSA,0,1,42.4684,40.6584,38.4353,Yang,0.0147,high-risk
6987,2023-08-15,46.310001373291016,47.290000915527344,46.2400016784668,47.029998779296875,20060300,CMCSA,0,1,42.6252,40.7667,38.5129,Yang,0.0227,high-risk
6988,2023-08-16,47.08000183105469,47.459999084472656,46.31999969482422,46.34000015258789,17345900,CMCSA,0,1,42.7562,40.8704,38.5848,Yin,0.0246,high-risk
6989,2023-08-17,46.630001068115234,46.880001068115234,46.2400016784668,46.2400016784668,12513500,CMCSA,0,1,42.8918,40.9736,38.6562,Yin,0.0138,high-risk
6990,2023-08-18,46.060001373291016,46.36000061035156,45.63999938964844,45.7599983215332,17600000,CMCSA,0,1,43.0,41.0672,38.7263,Yin,0.0158,high-risk
6991,2023-08-21,45.54999923706055,46.060001373291016,45.529998779296875,45.86000061035156,12331700,CMCSA,0,1,43.1078,41.1613,38.7978,Yang,0.0116,high-risk
6992,2023-08-22,45.900001525878906,46.099998474121094,45.52000045776367,45.56999969482422,11963200,CMCSA,0,1,43.2146,41.2475,38.8711,Yin,0.0127,high-risk
6993,2023-08-23,45.84000015258789,45.939998626708984,45.33000183105469,45.459999084472656,18382800,CMCSA,0,1,43.31,41.3306,38.9465,Yin,0.0135,high-risk
6994,2023-08-24,45.349998474121094,45.75,45.18000030517578,45.2400016784668,15310200,CMCSA,0,1,43.4012,41.4039,39.0177,Yin,0.0126,high-risk
6995,2023-08-25,45.310001373291016,45.619998931884766,45.15999984741211,45.470001220703125,13051300,CMCSA,0,1,43.4938,41.4785,39.0871,Yang,0.0102,high-risk
6996,2023-08-28,45.560001373291016,46.060001373291016,45.560001373291016,45.97999954223633,10807700,CMCSA,0,1,43.584,41.5606,39.1575,Yang,0.011,high-risk
6997,2023-08-29,46.029998779296875,46.880001068115234,45.97999954223633,46.779998779296875,14198400,CMCSA,0,1,43.6956,41.6492,39.2344,Yang,0.0196,high-risk
6998,2023-08-30,46.93000030517578,47.189998626708984,46.68000030517578,47.119998931884766,13971600,CMCSA,0,1,43.8252,41.7435,39.3062,Yang,0.0109,high-risk
6999,2023-08-31,47.119998931884766,47.29999923706055,46.70000076293945,46.7599983215332,19935900,CMCSA,0,1,43.948,41.8288,39.3699,Yin,0.0128,high-risk
7000,2023-09-01,46.66999816894531,46.70000076293945,45.349998474121094,45.72999954223633,18866700,CMCSA,0,1,44.051,41.9023,39.4279,Yin,0.0298,high-risk
7001,2023-09-05,45.54999923706055,45.70000076293945,44.470001220703125,44.560001373291016,21709800,CMCSA,0,1,44.1404,41.9715,39.4793,Yin,0.0277,high-risk
7002,2023-09-06,44.47999954223633,45.599998474121094,44.25,44.93000030517578,27839800,CMCSA,0,1,44.2278,42.0403,39.534,Yang,0.0305,high-risk
7003,2023-09-07,44.880001068115234,45.70000076293945,44.84000015258789,44.84000015258789,20810900,CMCSA,0,1,44.295,42.1091,39.5869,Yin,0.0192,high-risk
7004,2023-09-08,44.97999954223633,45.189998626708984,44.7599983215332,45.029998779296875,19859000,CMCSA,0,1,44.3622,42.1785,39.6396,Yang,0.0096,high-risk
7005,2023-09-11,45.08000183105469,45.709999084472656,44.93000030517578,45.2599983215332,19843100,CMCSA,0,1,44.438,42.2484,39.6941,Yang,0.0174,high-risk
7006,2023-09-12,45.119998931884766,45.47999954223633,44.869998931884766,45.189998626708984,21007600,CMCSA,0,1,44.5108,42.3178,39.7446,Yang,0.0136,high-risk
7227,2023-07-31,95.83999633789062,96.69000244140625,95.4000015258789,96.6500015258789,1170200,CEG,27,0,91.2446,84.1773,85.5953,Yang,0.0135,high-risk
7228,2023-08-01,96.23999786376953,97.08999633789062,96.06999969482422,96.30000305175781,1469600,CEG,27,0,91.5426,84.3596,85.666,Yang,0.0106,high-risk
7229,2023-08-02,95.98999786376953,96.0250015258789,94.43000030517578,95.55000305175781,2040300,CEG,28,0,91.8076,84.5287,85.7246,Yin,0.0169,high-risk
7230,2023-08-03,95.97000122070312,103.5739974975586,95.76000213623047,101.13999938964844,3511000,CEG,29,0,92.1598,84.7646,85.824,Yang,0.0816,high-risk
7231,2023-08-04,101.91999816894531,104.70500183105469,101.79000091552734,103.94000244140625,2723600,CEG,7,0,92.5578,85.033,85.9178,Yang,0.0286,high-risk
7232,2023-08-07,104.58000183105469,104.6500015258789,102.7750015258789,103.75,1759800,CEG,0,1,92.9666,85.2912,86.004,Yin,0.0182,high-risk
7233,2023-08-08,102.95999908447266,104.93000030517578,102.95999908447266,104.80999755859375,1207300,CEG,4,0,93.4078,85.566,86.0996,Yang,0.0191,high-risk
7234,2023-08-09,104.62000274658203,105.9000015258789,104.30799865722656,105.11000061035156,1646700,CEG,0,1,93.833,85.8328,86.2023,Yang,0.0153,high-risk
7235,2023-08-10,105.97000122070312,106.8499984741211,105.11000061035156,105.72000122070312,1563700,CEG,0,1,94.2734,86.1223,86.2945,Yin,0.0166,high-risk
7236,2023-08-11,105.44000244140625,106.71700286865234,104.98999786376953,106.55999755859375,1414100,CEG,0,1,94.7242,86.4179,86.3894,Yang,0.0164,high-risk
7237,2023-08-14,106.45999908447266,107.5999984741211,105.71299743652344,107.0,2404000,CEG,0,1,95.0866,86.7227,86.4837,Yang,0.0179,high-risk
7238,2023-08-15,106.38999938964844,106.58499908447266,105.62000274658203,106.23999786376953,1709600,CEG,0,1,95.4606,87.0409,86.571,Yin,0.0091,high-risk
7239,2023-08-16,106.4000015258789,106.44999694824219,105.0,105.0999984741211,1835200,CEG,0,1,95.8124,87.3579,86.6313,Yin,0.0138,high-risk
7240,2023-08-17,105.4800033569336,106.1449966430664,104.56999969482422,104.81999969482422,1800600,CEG,0,1,96.1178,87.6717,86.6866,Yin,0.0151,high-risk
7241,2023-08-18,104.52999877929688,105.54000091552734,104.51000213623047,104.7699966430664,1660800,CEG,1,0,96.397,87.9667,86.7378,Yang,0.0099,high-risk
7242,2023-08-21,104.5999984741211,106.45600128173828,104.27999877929688,106.11000061035156,1377000,CEG,0,1,96.6732,88.2727,86.7907,Yang,0.0209,high-risk
7243,2023-08-22,105.66000366210938,106.54499816894531,105.51000213623047,106.26000213623047,1276900,CEG,0,1,96.9326,88.5765,86.8566,Yang,0.0098,high-risk
7244,2023-08-23,106.94999694824219,109.26000213623047,106.94999694824219,108.44000244140625,1393500,CEG,0,1,97.2264,88.8927,86.9267,Yang,0.0216,high-risk
7245,2023-08-24,108.9000015258789,110.25,106.83999633789062,106.91999816894531,1498700,CEG,0,1,97.4798,89.1769,86.9897,Yin,0.0319,high-risk
7246,2023-08-25,106.81999969482422,107.44000244140625,105.56999969482422,105.87000274658203,1383800,CEG,0,1,97.7332,89.4694,87.0516,Yin,0.0177,high-risk
7247,2023-08-28,106.30500030517578,107.3499984741211,105.2300033569336,105.37000274658203,1088000,CEG,0,1,97.9714,89.7629,87.1407,Yin,0.0201,high-risk
7248,2023-08-29,105.2300033569336,106.16999816894531,104.80000305175781,105.54000091552734,1131500,CEG,0,1,98.2244,90.0533,87.2317,Yang,0.0131,high-risk
7249,2023-08-30,105.33999633789062,106.26799774169922,105.08999633789062,105.73999786376953,1167400,CEG,1,0,98.4994,90.3411,87.2847,Yang,0.0112,high-risk
7250,2023-08-31,105.94999694824219,106.08999633789062,103.7699966430664,104.16000366210938,2035500,CEG,1,0,98.7726,90.6094,87.3439,Yin,0.0224,high-risk
7251,2023-09-01,105.62999725341797,107.41000366210938,105.19999694824219,107.29000091552734,1338800,CEG,1,0,99.1334,90.9082,87.4108,Yang,0.021,high-risk
7252,2023-09-05,106.55000305175781,106.7300033569336,105.1510009765625,106.05000305175781,1433200,CEG,1,0,99.4472,91.2006,87.4735,Yin,0.015,high-risk
7253,2023-09-06,106.33000183105469,107.79000091552734,105.98999786376953,106.63999938964844,1337800,CEG,1,0,99.7674,91.4956,87.5483,Yang,0.017,high-risk
7254,2023-09-07,107.86000061035156,110.95500183105469,107.18000030517578,108.54000091552734,1951100,CEG,0,1,100.1212,91.8167,87.6408,Yang,0.0352,high-risk
7255,2023-09-08,108.2300033569336,109.66000366210938,108.2300033569336,108.63999938964844,1428100,CEG,0,1,100.483,92.1527,87.7175,Yang,0.0132,high-risk
7256,2023-09-11,108.80000305175781,110.39700317382812,108.6500015258789,109.9800033569336,1820700,CEG,0,1,100.8652,92.5077,87.8004,Yang,0.0161,high-risk
7257,2023-09-12,109.54000091552734,110.09500122070312,108.1500015258789,108.5,1557100,CEG,0,1,101.2042,92.8452,87.8616,Yin,0.018,high-risk
7272,2023-10-03,103.20999908447266,104.91999816894531,102.40499877929688,104.88999938964844,2557000,CEG,3,0,105.7274,97.6456,89.115,Yang,0.0246,high-risk
7273,2023-10-04,104.63999938964844,106.5999984741211,104.2249984741211,106.16000366210938,1973900,CEG,2,0,105.9002,97.916,89.1973,Yang,0.0228,high-risk
7275,2023-10-06,106.55000305175781,110.58000183105469,105.12999725341797,110.16999816894531,2095800,CEG,1,0,106.406,98.4953,89.4079,Yang,0.0518,high-risk
7478,2023-07-31,44.31999969482422,44.439998626708984,43.88999938964844,44.19499969482422,3362600,CPRT,0,1,44.5098,41.1429,36.3721,Yin,0.0125,high-risk
7479,2023-08-01,44.1150016784668,44.5,43.94499969482422,44.41999816894531,2702200,CPRT,0,1,44.5145,41.231,36.4558,Yang,0.0126,high-risk
7480,2023-08-02,44.040000915527344,44.380001068115234,43.90999984741211,44.21500015258789,3208400,CPRT,0,1,44.5164,41.325,36.5387,Yang,0.0107,high-risk
7481,2023-08-03,44.03499984741211,44.71500015258789,44.03499984741211,44.654998779296875,3751000,CPRT,0,1,44.5179,41.4295,36.6272,Yang,0.0154,high-risk
7482,2023-08-04,44.84000015258789,45.0099983215332,44.154998779296875,44.17499923706055,3342200,CPRT,0,1,44.5361,41.5317,36.7094,Yin,0.0194,high-risk
