,Date,Open,High,Low,Close,Volume,Ticker,Win_Count,Win_Loss,MA_50,MA_100,MA_200,Yin_Yang,Fluctuation
5972,2023-07-31,399.3299865722656,405.67999267578125,399.04998779296875,405.19000244140625,1463200,CHTR,8,0,356.3658,350.8163,359.6119,Yang,0.0166
5973,2023-08-01,404.260009765625,414.8500061035156,401.3299865722656,411.2300109863281,1677300,CHTR,5,0,357.7182,351.3899,360.1365,Yang,0.0337
5974,2023-08-02,416.6600036621094,423.7200012207031,415.0,419.07000732421875,1616500,CHTR,2,0,359.2916,352.1505,360.6021,Yang,0.021
5975,2023-08-03,419.07000732421875,429.2200012207031,416.6400146484375,422.7799987792969,1001100,CHTR,0,1,360.9174,353.0834,361.0995,Yang,0.0302
5976,2023-08-04,423.9700012207031,425.0799865722656,417.6400146484375,418.8599853515625,930400,CHTR,0,1,362.5658,353.9194,361.5353,Yin,0.0178
5977,2023-08-07,419.5400085449219,423.05999755859375,415.4800109863281,419.42999267578125,717500,CHTR,1,0,364.3296,354.7523,361.9881,Yin,0.0182
5978,2023-08-08,417.82000732421875,421.9599914550781,416.3599853515625,419.7799987792969,846200,CHTR,5,0,366.332,355.5307,362.4638,Yang,0.0134
5979,2023-08-09,419.7099914550781,423.79998779296875,418.5799865722656,419.95001220703125,622100,CHTR,3,0,368.126,356.2657,362.9229,Yang,0.0125
5980,2023-08-10,424.9700012207031,429.92999267578125,423.79998779296875,428.2900085449219,1300000,CHTR,0,1,370.025,357.0485,363.4124,Yang,0.0145
5981,2023-08-11,425.5400085449219,430.3800048828125,424.70001220703125,427.94000244140625,872900,CHTR,0,1,372.0608,357.8404,363.8667,Yang,0.0134
5982,2023-08-14,428.92999267578125,429.989990234375,424.29998779296875,427.2799987792969,1082200,CHTR,0,1,374.046,358.5903,364.2696,Yin,0.0134
5983,2023-08-15,425.6600036621094,429.4599914550781,424.05999755859375,428.0799865722656,1263400,CHTR,0,1,376.0212,359.4528,364.6856,Yang,0.0127
5984,2023-08-16,427.8900146484375,431.32000732421875,425.4700012207031,426.7699890136719,1371600,CHTR,0,1,377.8584,360.2988,365.0432,Yin,0.0137
5985,2023-08-17,428.30999755859375,431.3699951171875,424.5,424.8299865722656,1371200,CHTR,0,1,379.775,361.1076,365.3261,Yin,0.0162
5986,2023-08-18,424.4599914550781,426.69000244140625,418.8900146484375,420.4700012207031,1403500,CHTR,0,1,381.4502,361.8287,365.5904,Yin,0.0186
5987,2023-08-21,418.1400146484375,424.4700012207031,416.760009765625,420.0799865722656,1144800,CHTR,8,0,383.1282,362.5741,365.9058,Yang,0.0185
5988,2023-08-22,419.7900085449219,423.04998779296875,411.70001220703125,413.3800048828125,1470700,CHTR,4,0,384.8262,363.2108,366.2364,Yin,0.0276
5989,2023-08-23,416.30999755859375,417.510009765625,411.54998779296875,415.2799987792969,1040700,CHTR,9,0,386.4258,363.8731,366.5916,Yin,0.0145
5990,2023-08-24,415.30999755859375,419.6700134277344,411.3599853515625,411.989990234375,1116700,CHTR,9,0,387.9602,364.4169,366.9074,Yin,0.0202
5991,2023-08-25,413.0,418.57000732421875,413.0,416.7799987792969,939300,CHTR,11,0,389.5908,365.0226,367.2249,Yang,0.0135
5992,2023-08-28,418.7799987792969,432.239990234375,417.70001220703125,432.0,1213900,CHTR,5,0,391.3738,365.8614,367.6116,Yang,0.0348
5993,2023-08-29,432.0,452.25,432.0,451.1000061035156,1636400,CHTR,0,1,393.571,366.8412,368.1177,Yang,0.0469
5994,2023-08-30,451.1000061035156,451.69000244140625,438.489990234375,439.510009765625,1510600,CHTR,0,1,395.724,367.7336,368.4495,Yin,0.0301
5995,2023-08-31,439.5,441.9700012207031,435.8800048828125,438.1199951171875,936900,CHTR,0,1,397.9108,368.5759,368.6681,Yin,0.014
5996,2023-09-01,423.20001220703125,433.260009765625,420.0,422.32000732421875,1580500,CHTR,1,0,399.839,369.2139,368.8406,Yin,0.0316
5997,2023-09-05,422.32000732421875,422.32000732421875,408.32000732421875,408.989990234375,1905600,CHTR,3,0,401.4932,369.871,368.9251,Yin,0.0343
5998,2023-09-06,408.0400085449219,423.30999755859375,407.57000732421875,419.9800109863281,1144800,CHTR,15,0,403.1552,370.5945,369.0805,Yang,0.0386
5999,2023-09-07,419.489990234375,422.2699890136719,413.9100036621094,416.9800109863281,916400,CHTR,4,0,404.418,371.3493,369.2439,Yin,0.0202
6000,2023-09-08,416.4700012207031,423.1700134277344,416.3900146484375,422.4200134277344,661600,CHTR,8,0,405.6786,372.1116,369.4841,Yang,0.0163
6001,2023-09-11,424.3699951171875,439.5400085449219,423.82000732421875,435.8399963378906,2010300,CHTR,0,1,407.1418,373.0368,369.8183,Yang,0.0371
6002,2023-09-12,434.9700012207031,441.05999755859375,434.8299865722656,436.6099853515625,1026700,CHTR,0,1,408.5266,373.9662,370.0736,Yang,0.0143
8231,2023-07-31,157.88999938964844,163.41000366210938,157.66000366210938,161.66000366210938,3914800,CRWD,1,0,150.1906,139.9614,131.299,Yang,0.0365
8232,2023-08-01,161.0,166.99000549316406,159.02000427246094,165.9600067138672,4018400,CRWD,0,1,150.6728,140.3318,131.3638,Yang,0.0501
8233,2023-08-02,161.51300048828125,161.60000610351562,152.55999755859375,154.72999572753906,4608600,CRWD,0,1,150.873,140.6623,131.3745,Yin,0.0593
8234,2023-08-03,154.0,158.5,153.22999572753906,157.5500030517578,2457200,CRWD,7,0,151.0758,141.0406,131.4323,Yang,0.0344
8235,2023-08-04,155.22999572753906,155.99000549316406,148.625,150.49000549316406,4466700,CRWD,8,0,151.2076,141.3314,131.4267,Yin,0.0496
8236,2023-08-07,151.25999450683594,152.0500030517578,147.8000030517578,150.97000122070312,2329800,CRWD,12,0,151.243,141.561,131.3972,Yin,0.0288
8237,2023-08-08,147.1699981689453,147.7100067138672,142.88999938964844,145.8800048828125,4283600,CRWD,13,0,151.1684,141.7266,131.3639,Yin,0.0337
8238,2023-08-09,145.11000061035156,147.11000061035156,144.24600219726562,145.4600067138672,2495200,CRWD,14,0,150.9952,141.846,131.3218,Yang,0.0199
8239,2023-08-10,147.35000610351562,150.99000549316406,146.6300048828125,147.86000061035156,2349800,CRWD,15,0,150.7806,141.9934,131.2795,Yang,0.0297
8240,2023-08-11,147.22000122070312,150.0780029296875,146.86000061035156,148.22000122070312,2045100,CRWD,16,0,150.5424,142.1482,131.2307,Yang,0.0219
8241,2023-08-14,147.35000610351562,152.5500030517578,146.5800018310547,152.3699951171875,2230200,CRWD,17,0,150.4388,142.3117,131.182,Yang,0.0407
8242,2023-08-15,150.52000427246094,151.67999267578125,149.05999755859375,149.6300048828125,1964800,CRWD,16,0,150.405,142.4754,131.1213,Yin,0.0176
8243,2023-08-16,149.0,151.33999633789062,147.75999450683594,149.0,1876200,CRWD,19,0,150.3034,142.62,131.0427,Ping,0.0242
8244,2023-08-17,149.0,149.0,143.91000366210938,144.3800048828125,3359000,CRWD,20,0,150.1302,142.7484,130.9463,Yin,0.0354
8245,2023-08-18,141.66000366210938,147.3040008544922,140.52000427246094,146.8000030517578,3113300,CRWD,25,0,150.0816,142.9025,130.8743,Yang,0.0483
8246,2023-08-21,150.75999450683594,155.1199951171875,150.50999450683594,153.89999389648438,4245800,CRWD,20,0,150.1336,143.1551,130.8412,Yang,0.0306
8247,2023-08-22,154.33999633789062,155.0,151.61000061035156,152.3300018310547,1708000,CRWD,15,0,150.1896,143.3824,130.8629,Yin,0.0224
8248,2023-08-23,153.47999572753906,155.44000244140625,151.57000732421875,153.80999755859375,1918500,CRWD,18,0,150.2436,143.6033,130.9243,Yang,0.0255
8249,2023-08-24,155.5500030517578,155.5500030517578,145.2899932861328,145.4499969482422,3354300,CRWD,13,0,150.0904,143.6852,131.0137,Yin,0.0706
8250,2023-08-25,146.0,150.44000244140625,144.6999969482422,149.5800018310547,2839100,CRWD,26,0,150.0028,143.8155,131.1382,Yang,0.0397
8251,2023-08-28,146.02000427246094,147.99000549316406,142.36000061035156,144.02999877929688,5794000,CRWD,27,0,149.6872,143.8872,131.2234,Yin,0.0395
8252,2023-08-29,142.92999267578125,148.41000366210938,141.9709930419922,146.6999969482422,3620200,CRWD,28,0,149.5184,144.0762,131.3451,Yang,0.0454
8253,2023-08-30,147.0,150.1699981689453,145.3800048828125,149.17999267578125,6193900,CRWD,29,0,149.4604,144.2898,131.4122,Yang,0.0329
8254,2023-08-31,154.11000061035156,164.41000366210938,153.5800018310547,163.02999877929688,13727100,CRWD,20,0,149.844,144.6391,131.5117,Yang,0.0705
8255,2023-09-01,163.1199951171875,166.25,160.30999755859375,161.22999572753906,4229900,CRWD,4,0,150.1526,144.9528,131.6078,Yin,0.0371
8256,2023-09-05,161.02999877929688,165.58999633789062,160.10000610351562,165.42999267578125,3288200,CRWD,4,0,150.5882,145.2571,131.6935,Yang,0.0343
8257,2023-09-06,164.99000549316406,168.22999572753906,164.04800415039062,166.22999572753906,4268600,CRWD,3,0,151.0766,145.5584,131.8064,Yang,0.0255
8258,2023-09-07,164.39999389648438,167.9499969482422,163.1999969482422,166.63999938964844,3000900,CRWD,3,0,151.5238,145.8671,131.9434,Yang,0.0291
8259,2023-09-08,166.47500610351562,169.22999572753906,166.0,168.08999633789062,2691500,CRWD,3,0,151.9838,146.1743,132.0889,Yang,0.0195
8260,2023-09-11,169.5,172.63999938964844,168.6699981689453,172.2899932861328,2967700,CRWD,3,0,152.5498,146.5334,132.2726,Yang,0.0235
8261,2023-09-12,170.44000244140625,172.35000610351562,168.27499389648438,169.67999267578125,2110000,CRWD,3,0,153.006,146.9019,132.442,Yin,0.0242
8262,2023-09-13,169.52000427246094,170.77999877929688,168.3300018310547,168.47000122070312,1705500,CRWD,3,0,153.4562,147.2877,132.5799,Yin,0.0146
8263,2023-09-14,169.35000610351562,171.8000030517578,168.57000732421875,170.72999572753906,2083400,CRWD,3,0,153.9692,147.6725,132.7333,Yang,0.0192
8264,2023-09-15,166.1199951171875,168.21099853515625,163.44000244140625,165.4499969482422,4726700,CRWD,3,0,154.406,148.023,132.8633,Yin,0.0292
8265,2023-09-18,164.97999572753906,168.60000610351562,164.0,166.97000122070312,2445300,CRWD,3,0,154.8644,148.4712,133.0081,Yang,0.028
8266,2023-09-19,166.9499969482422,167.6199951171875,162.88999938964844,165.5,2347700,CRWD,3,0,155.1754,148.885,133.2474,Yin,0.029
8267,2023-09-20,165.5,168.56500244140625,163.8800048828125,163.88999938964844,2780100,CRWD,3,0,155.4374,149.2634,133.4465,Yin,0.0286
8268,2023-09-21,168.19000244140625,171.0,159.36000061035156,162.52999877929688,6792100,CRWD,3,0,155.7654,149.6882,133.6391,Yin,0.073
8269,2023-09-22,162.63999938964844,166.58999633789062,162.00999450683594,162.57000732421875,3134400,CRWD,4,0,156.0018,150.126,133.8603,Yin,0.0283
8270,2023-09-25,161.89999389648438,162.0,159.25,159.9199981689453,2176700,CRWD,4,0,156.2122,150.5578,134.0908,Yin,0.0173
8271,2023-09-26,158.11000061035156,161.0,157.58999633789062,160.47999572753906,2414100,CRWD,5,0,156.3672,150.9859,134.3272,Yang,0.0216
8272,2023-09-27,161.02999877929688,164.69000244140625,160.6699981689453,163.0399932861328,2631100,CRWD,4,0,156.569,151.4375,134.5712,Yang,0.025
8273,2023-09-28,162.2899932861328,166.13999938964844,161.42999267578125,165.25,1815900,CRWD,4,0,156.7218,151.8655,134.822,Yang,0.0292
8274,2023-09-29,167.52999877929688,169.51499938964844,166.97000122070312,167.3800048828125,2598900,CRWD,3,0,157.108,152.2152,135.0662,Yin,0.0152
8275,2023-10-02,168.0,172.00999450683594,167.07000732421875,169.5399932861328,2763000,CRWD,3,0,157.4808,152.6112,135.309,Yang,0.0296
8276,2023-10-03,167.30999755859375,169.0,160.86000061035156,162.02999877929688,3254100,CRWD,3,0,157.7266,152.8935,135.5163,Yin,0.0506
8277,2023-10-04,163.6199951171875,165.0449981689453,162.19000244140625,164.0500030517578,1985700,CRWD,4,0,157.9888,153.2125,135.7616,Yang,0.0176
8278,2023-10-05,164.07000732421875,166.11000061035156,160.9199981689453,165.2899932861328,2409800,CRWD,3,0,158.202,153.5631,136.0305,Yang,0.0323
8279,2023-10-06,163.50999450683594,176.94500732421875,163.0,176.69000244140625,6893600,CRWD,4,0,158.6788,153.9745,136.3735,Yang,0.0856
8733,2023-07-31,113.43499755859375,116.77999877929688,113.43499755859375,116.72000122070312,4030400,DDOG,0,1,100.5099,85.6455,80.9336,Yang,0.0295
8734,2023-08-01,115.0,115.83999633789062,113.7699966430664,114.94999694824219,2189500,DDOG,0,1,100.9181,86.0752,81.0966,Yin,0.0182
8735,2023-08-02,111.80999755859375,112.48999786376953,105.41000366210938,106.83000183105469,6044500,DDOG,0,1,101.2129,86.4444,81.2262,Yin,0.0672
8736,2023-08-03,106.22000122070312,107.56999969482422,105.0,107.0999984741211,4359600,DDOG,1,0,101.4775,86.864,81.3833,Yang,0.0245
8737,2023-08-04,114.79499816894531,115.94999694824219,107.30000305175781,107.52999877929688,6321800,DDOG,0,1,101.7667,87.2769,81.517,Yin,0.0806
8738,2023-08-07,109.22000122070312,110.08000183105469,104.7699966430664,106.30000305175781,7678800,DDOG,0,1,102.0239,87.6803,81.6396,Yin,0.0507
8739,2023-08-08,84.37999725341797,89.23999786376953,83.87000274658203,88.04000091552734,26640900,DDOG,24,0,101.9365,87.8853,81.6848,Yang,0.064
8740,2023-08-09,87.94999694824219,88.87000274658203,84.45999908447266,86.76000213623047,8504900,DDOG,17,0,101.8085,88.0608,81.7069,Yin,0.0522
8741,2023-08-10,88.83000183105469,92.16000366210938,88.51000213623047,90.72000122070312,7251700,DDOG,14,0,101.7491,88.2818,81.7497,Yang,0.0412
8742,2023-08-11,88.7300033569336,90.95999908447266,88.5999984741211,89.44000244140625,3170500,DDOG,15,0,101.6397,88.5141,81.7848,Yang,0.0266
8743,2023-08-14,88.08999633789062,90.30000305175781,87.58999633789062,89.77999877929688,3215400,DDOG,16,0,101.5355,88.7152,81.7899,Yang,0.0309
8744,2023-08-15,89.37000274658203,89.6500015258789,87.55000305175781,88.5199966430664,3108400,DDOG,12,0,101.3305,88.9385,81.825,Yin,0.024
8745,2023-08-16,88.86000061035156,92.13999938964844,88.0999984741211,90.5999984741211,5264300,DDOG,14,0,101.1355,89.1701,81.8672,Yang,0.0459
8746,2023-08-17,90.05000305175781,91.0,89.4219970703125,90.29000091552734,4189200,DDOG,10,0,100.9043,89.4206,81.913,Yang,0.0176
8747,2023-08-18,89.4000015258789,94.25,89.04000091552734,93.62999725341797,5407000,DDOG,12,0,100.9051,89.7009,81.9786,Yang,0.0585
8748,2023-08-21,94.98999786376953,96.4800033569336,94.2300033569336,94.69000244140625,4747600,DDOG,0,1,100.8785,89.9705,82.0481,Yin,0.0239
8749,2023-08-22,95.47000122070312,95.87000274658203,92.66999816894531,93.69000244140625,3214300,DDOG,0,1,100.8397,90.2264,82.1441,Yin,0.0345
8750,2023-08-23,93.69000244140625,95.9800033569336,92.26000213623047,95.44000244140625,3048700,DDOG,1,0,100.7945,90.5017,82.2463,Yang,0.0403
8751,2023-08-24,97.3499984741211,97.3499984741211,91.37000274658203,91.8499984741211,3788100,DDOG,0,1,100.6765,90.6936,82.3536,Yin,0.0654
8752,2023-08-25,91.69999694824219,94.0,91.12999725341797,92.5999984741211,2761500,DDOG,4,0,100.6029,90.9129,82.4692,Yang,0.0315
8753,2023-08-28,93.25,93.43000030517578,91.4800033569336,92.54000091552734,2289900,DDOG,2,0,100.4899,91.1451,82.5795,Yin,0.0213
8754,2023-08-29,92.30999755859375,95.05000305175781,91.94000244140625,93.80999755859375,2345400,DDOG,2,0,100.4511,91.4221,82.7124,Yang,0.0338
8755,2023-08-30,92.70999908447266,94.19999694824219,91.8499984741211,94.16000366210938,3966400,DDOG,2,0,100.4007,91.7054,82.8006,Yang,0.0256
8756,2023-08-31,94.66000366210938,98.13999938964844,94.66000366210938,96.4800033569336,4390100,DDOG,0,1,100.4915,92.0088,82.8713,Yang,0.0368
8757,2023-09-01,97.7300033569336,98.83999633789062,96.91999816894531,97.7300033569336,3247300,DDOG,0,1,100.5561,92.3376,82.9693,Ping,0.0198
8758,2023-09-05,95.5999984741211,98.0199966430664,95.16500091552734,98.0,3334900,DDOG,0,1,100.6427,92.6492,83.0288,Yang,0.03
8759,2023-09-06,97.16000366210938,98.30000305175781,95.63999938964844,97.66000366210938,3263000,DDOG,0,1,100.7291,92.945,83.1049,Yang,0.0278
8760,2023-09-07,95.66999816894531,96.9800033569336,94.64099884033203,96.68000030517578,2473600,DDOG,0,1,100.7489,93.2386,83.1933,Yang,0.0247
8761,2023-09-08,96.6500015258789,99.0999984741211,96.08000183105469,97.66000366210938,3620000,DDOG,0,1,100.7391,93.5168,83.299,Yang,0.0314
8762,2023-09-11,98.19000244140625,102.0,97.8499984741211,101.87999725341797,4035100,DDOG,0,1,100.8477,93.8356,83.4417,Yang,0.0424
8763,2023-09-12,99.91999816894531,101.16000366210938,98.16999816894531,98.22000122070312,2843200,DDOG,0,1,100.8445,94.1223,83.5711,Yin,0.0305
8774,2023-09-27,87.05999755859375,88.36000061035156,86.66000366210938,87.83000183105469,2256000,DDOG,1,0,98.0754,96.8093,84.5917,Yang,0.0196
8775,2023-09-28,86.90499877929688,90.11000061035156,85.29000091552734,88.95999908447266,4128700,DDOG,1,0,97.5502,96.9332,84.6637,Yang,0.0565
8779,2023-10-04,86.83999633789062,88.73500061035156,86.55000305175781,88.52999877929688,3254900,DDOG,1,0,95.7876,97.2097,84.8784,Yang,0.0252
8781,2023-10-06,87.58000183105469,94.80000305175781,87.5,94.43000030517578,4428500,DDOG,1,0,95.065,97.2919,85.0289,Yang,0.0834
10992,2023-07-31,77.08999633789062,77.75,76.79000091552734,77.72000122070312,3543600,FTNT,0,1,73.1394,68.8444,61.0451,Yang,0.0125
10993,2023-08-01,77.63999938964844,78.58000183105469,76.91000366210938,78.02999877929688,2619600,FTNT,0,1,73.3372,69.0068,61.1942,Yang,0.0217
10994,2023-08-02,77.23999786376953,77.23999786376953,74.01000213623047,74.31999969482422,5674300,FTNT,0,1,73.431,69.1505,61.3198,Yin,0.0436
10995,2023-08-03,74.19999694824219,76.0,74.1500015258789,75.76000213623047,6020300,FTNT,0,1,73.5558,69.3205,61.4579,Yang,0.0249
10996,2023-08-04,60.41999816894531,61.36000061035156,56.099998474121094,56.77000045776367,32817900,FTNT,2,0,73.3294,69.2955,61.4895,Yin,0.0938
10997,2023-08-07,57.58000183105469,58.18000030517578,56.86000061035156,57.70000076293945,14402400,FTNT,9,0,73.1516,69.2636,61.5202,Yang,0.0232
10998,2023-08-08,56.880001068115234,59.119998931884766,56.56999969482422,58.56999969482422,16011800,FTNT,12,0,72.9796,69.2454,61.5541,Yang,0.0451
10999,2023-08-09,58.84000015258789,60.349998474121094,58.459999084472656,59.779998779296875,13133500,FTNT,4,0,72.8198,69.2244,61.595,Yang,0.0323
11000,2023-08-10,61.15999984741211,62.209999084472656,60.06999969482422,60.560001373291016,10993600,FTNT,0,1,72.6602,69.2178,61.6291,Yin,0.0356
11001,2023-08-11,60.04999923706055,61.209999084472656,59.349998474121094,59.68000030517578,7695300,FTNT,2,0,72.4872,69.1992,61.653,Yin,0.0313
11002,2023-08-14,59.689998626708984,60.099998474121094,59.20000076293945,59.65999984741211,7340000,FTNT,2,0,72.3076,69.1712,61.6717,Yin,0.0152
11003,2023-08-15,59.56999969482422,60.22999954223633,59.0099983215332,59.16999816894531,7210700,FTNT,2,0,72.1284,69.1508,61.6901,Yin,0.0207
11004,2023-08-16,59.0,59.59000015258789,58.150001525878906,58.18000030517578,3596700,FTNT,4,0,71.8666,69.1001,61.7009,Yin,0.0248
11005,2023-08-17,58.599998474121094,58.83000183105469,57.34000015258789,57.40999984741211,5045600,FTNT,6,0,71.624,69.0443,61.7025,Yin,0.026
11006,2023-08-18,56.97999954223633,57.689998626708984,56.84000015258789,57.15999984741211,5379900,FTNT,10,0,71.426,68.9761,61.7025,Yang,0.015
11007,2023-08-21,58.06999969482422,58.720001220703125,57.790000915527344,58.38999938964844,6711700,FTNT,6,0,71.2138,68.9173,61.7123,Yang,0.0161
11008,2023-08-22,58.31999969482422,58.61000061035156,57.779998779296875,58.31999969482422,4843300,FTNT,6,0,71.02,68.8524,61.7378,Ping,0.0144
11009,2023-08-23,58.810001373291016,59.5,58.13999938964844,59.189998626708984,4689700,FTNT,4,0,70.807,68.7862,61.8041,Yang,0.0234
11010,2023-08-24,59.599998474121094,59.83000183105469,58.119998931884766,58.150001525878906,4833700,FTNT,2,0,70.5602,68.7031,61.8593,Yin,0.0294
11011,2023-08-25,58.20000076293945,58.959999084472656,57.959999084472656,58.810001373291016,4241100,FTNT,6,0,70.3068,68.6281,61.9141,Yang,0.0173
11012,2023-08-28,59.099998474121094,59.43000030517578,58.20000076293945,58.70000076293945,4840900,FTNT,4,0,70.009,68.5554,61.9546,Yin,0.0211
11013,2023-08-29,58.70000076293945,60.93000030517578,58.5099983215332,60.630001068115234,5632200,FTNT,4,0,69.766,68.5102,62.0083,Yang,0.0414
11014,2023-08-30,60.56999969482422,61.45000076293945,60.5,61.220001220703125,5045800,FTNT,2,0,69.5572,68.4672,62.0425,Yang,0.0157
11015,2023-08-31,61.5,61.83000183105469,60.16999816894531,60.209999084472656,6428600,FTNT,0,1,69.3392,68.4002,62.0629,Yin,0.0276
11016,2023-09-01,60.5,60.959999084472656,60.38999938964844,60.869998931884766,4957300,FTNT,2,0,69.1194,68.3389,62.0896,Yang,0.0094
11017,2023-09-05,60.91999816894531,61.970001220703125,60.560001373291016,61.90999984741211,4904800,FTNT,0,1,68.9258,68.2861,62.1182,Yang,0.0233
11018,2023-09-06,61.900001525878906,62.38999938964844,61.720001220703125,62.22999954223633,5225500,FTNT,0,1,68.7492,68.2245,62.1559,Yang,0.0109
11019,2023-09-07,61.880001068115234,63.33000183105469,61.619998931884766,63.16999816894531,5440700,FTNT,0,1,68.5394,68.1755,62.201,Yang,0.0278
11020,2023-09-08,63.04999923706055,64.30000305175781,63.04999923706055,64.06999969482422,5817300,FTNT,0,1,68.3342,68.1391,62.2606,Yang,0.0198
11021,2023-09-11,64.81999969482422,65.45999908447266,64.5199966430664,65.06999969482422,4575500,FTNT,0,1,68.1338,68.1116,62.3244,Yang,0.0146
11022,2023-09-12,64.61000061035156,65.68000030517578,63.470001220703125,63.5,5316900,FTNT,0,1,67.892,68.0734,62.3805,Yin,0.0348
11700,2023-07-31,62.70000076293945,63.849998474121094,62.665000915527344,63.689998626708984,1093800,GFS,0,1,61.5698,62.5118,61.3843,Yang,0.0189
11701,2023-08-01,63.33000183105469,63.689998626708984,62.20000076293945,62.22999954223633,848400,GFS,0,1,61.6766,62.459,61.4458,Yin,0.024
11702,2023-08-02,61.209999084472656,61.209999084472656,59.77000045776367,60.349998474121094,1455300,GFS,0,1,61.7442,62.3985,61.4951,Yin,0.0241
11703,2023-08-03,59.4900016784668,60.06999969482422,58.79999923706055,59.65999984741211,1499000,GFS,0,1,61.7894,62.3531,61.5532,Yang,0.0216
11704,2023-08-04,59.459999084472656,59.88999938964844,58.45000076293945,58.77000045776367,2299600,GFS,0,1,61.8144,62.3003,61.5985,Yin,0.0246
11705,2023-08-07,59.20000076293945,59.71699905395508,58.4900016784668,59.150001525878906,2122000,GFS,0,1,61.8872,62.2333,61.6324,Yin,0.021
11706,2023-08-08,55.790000915527344,60.494998931884766,55.650001525878906,60.130001068115234,3800200,GFS,6,0,61.9616,62.1871,61.6698,Yang,0.0871
11707,2023-08-09,59.72999954223633,60.15999984741211,58.790000915527344,59.209999084472656,1635100,GFS,0,1,61.9448,62.1115,61.6995,Yin,0.0233
11708,2023-08-10,60.0,60.709999084472656,58.31999969482422,58.4900016784668,944200,GFS,0,1,61.9008,62.0318,61.7155,Yin,0.041
11709,2023-08-11,57.2400016784668,57.279998779296875,55.70000076293945,56.880001068115234,2487000,GFS,0,1,61.8718,61.9197,61.7061,Yin,0.0284
11710,2023-08-14,56.66999816894531,58.20000076293945,56.13999938964844,58.189998626708984,962100,GFS,0,1,61.8486,61.8132,61.705,Yang,0.0367
11711,2023-08-15,57.689998626708984,57.94499969482422,56.72999954223633,57.16999816894531,817300,GFS,0,1,61.8086,61.7023,61.7051,Yin,0.0214
11712,2023-08-16,56.849998474121094,57.31999969482422,55.95000076293945,55.95000076293945,1083400,GFS,0,1,61.795,61.5644,61.7065,Yin,0.0245
11713,2023-08-17,56.08000183105469,56.20000076293945,54.595001220703125,54.650001525878906,1583000,GFS,4,0,61.74,61.4204,61.6935,Yin,0.0294
11714,2023-08-18,54.349998474121094,54.54999923706055,52.97999954223633,53.90999984741211,1736100,GFS,9,0,61.6342,61.2815,61.6796,Yin,0.0296
11715,2023-08-21,53.83000183105469,55.220001220703125,53.65999984741211,54.970001220703125,1267600,GFS,14,0,61.5456,61.1687,61.6694,Yang,0.0291
11716,2023-08-22,55.66999816894531,55.73500061035156,53.2400016784668,54.029998779296875,1005900,GFS,4,0,61.4376,61.0148,61.6577,Yin,0.0469
11717,2023-08-23,53.90999984741211,55.06999969482422,53.43000030517578,54.630001068115234,2268900,GFS,13,0,61.2842,60.8555,61.6674,Yang,0.0307
11718,2023-08-24,55.279998779296875,55.279998779296875,52.04999923706055,52.16999816894531,1992800,GFS,5,0,61.0698,60.6554,61.6574,Yin,0.0621
11719,2023-08-25,52.5,52.79999923706055,51.40999984741211,52.52000045776367,1275600,GFS,21,0,60.8706,60.4735,61.6386,Yang,0.027
11720,2023-08-28,53.209999084472656,53.400001525878906,52.310001373291016,52.7400016784668,841800,GFS,17,0,60.6666,60.3075,61.5967,Yin,0.0208
11721,2023-08-29,52.119998931884766,54.77000045776367,51.95000076293945,54.529998779296875,1569900,GFS,26,0,60.508,60.1906,61.5644,Yang,0.0543
11722,2023-08-30,54.349998474121094,55.064998626708984,53.80699920654297,54.689998626708984,820200,GFS,11,0,60.3648,60.0685,61.5243,Yang,0.0234
11723,2023-08-31,54.4900016784668,55.470001220703125,54.34000015258789,55.25,849800,GFS,7,0,60.281,59.9435,61.4767,Yang,0.0208
11724,2023-09-01,55.79999923706055,55.95000076293945,55.02000045776367,55.439998626708984,878900,GFS,4,0,60.1976,59.8209,61.4288,Yin,0.0169
11725,2023-09-05,55.27000045776367,56.45000076293945,54.900001525878906,56.150001525878906,831900,GFS,5,0,60.1668,59.7218,61.3766,Yang,0.0282
11726,2023-09-06,56.029998779296875,56.689998626708984,55.209999084472656,55.779998779296875,828600,GFS,4,0,60.0852,59.6203,61.3343,Yin,0.0268
11727,2023-09-07,54.54999923706055,56.66999816894531,54.33000183105469,56.529998779296875,1712900,GFS,7,0,59.9592,59.5271,61.2838,Yang,0.0431
11728,2023-09-08,56.59000015258789,58.459999084472656,56.54999923706055,57.9900016784668,2073900,GFS,1,0,59.8596,59.4545,61.2365,Yang,0.0338
11729,2023-09-11,58.56999969482422,59.189998626708984,57.47999954223633,59.0099983215332,1441300,GFS,0,1,59.778,59.3934,61.2012,Yang,0.0297
11730,2023-09-12,58.650001525878906,60.599998474121094,58.5099983215332,60.06999969482422,1631300,GFS,0,1,59.6878,59.3543,61.1649,Yang,0.0357
12704,2023-07-31,36.869998931884766,37.189998626708984,35.66999816894531,35.77000045776367,55630700,INTC,0,1,32.732,31.4531,29.7211,Yin,0.0426
12705,2023-08-01,35.81999969482422,36.02000045776367,35.279998779296875,35.79999923706055,24702200,INTC,3,0,32.8544,31.5513,29.7734,Yin,0.021
12706,2023-08-02,35.150001525878906,35.18000030517578,34.279998779296875,34.38999938964844,39052000,INTC,5,0,32.9436,31.6308,29.8133,Yin,0.0263
